Cpu,Gpu,Memory,Price,Cpu_Value,Cpu_Generation,Memory_Type,Gpu_Category
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,68198.4,1,Intel Core i7,1,Card onboard
Intel Core i3 6006U 2.0GHz,intel hd graphics 520,HDD,19276.704,1,Intel Core i3,2,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 940mx,SSD,95850.72,1,Intel Core i7,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,58607.4672,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,46620.0,1,Intel Core i5,2,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 1070,SSD +  HDD,123876.0,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,30529.44,1,Intel Core i5,1,Card onboard
Intel Core i5 7Y54 1.2GHz,intel hd graphics 615,SSD,96596.64,1,Intel Core i5,1,Card onboard
Intel Pentium Quad Core N3710 1.6GHz,intel hd graphics,HDD,17262.72,1,Other,2,Card onboard
AMD A6-Series 9220 2.5GHz,amd radeon r4 graphics,HDD,21258.72,2,Other,2,Khác
Intel Core i3 6100U 2.3GHz,nvidia geforce 920mx,SSD,30316.32,1,Intel Core i3,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,57116.16,1,Intel Core i5,1,Card onboard
Intel Pentium Quad Core N3700 1.6GHz,intel hd graphics,HDD,23655.7872,1,Other,2,Card onboard
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,HDD,18061.92,1,Other,2,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 970m,SSD +  HDD,101232.0,1,Intel Core i7,1,Card rời
Intel Core i3 6006U 2GHz,intel hd graphics 520,HDD,26107.2,1,Intel Core i3,2,Card onboard
Intel Core i7 6500U 2.5GHz,amd radeon r5 m330,1.Hybrid,47685.6,1,Intel Core i7,0,Khác
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960m,SSD +  HDD,65481.12,1,Intel Core i7,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,44382.7728,1,Intel Core i5,1,Card onboard
Intel Core M 6Y30 0.9GHz,intel hd graphics 515,SSD,38841.12,1,Other,1,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,HDD,24455.52,1,Intel Core i3,2,Card onboard
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,HDD,15397.92,1,Other,2,Card onboard
Intel Celeron Dual Core N3050 1.6GHz,intel hd graphics,HDD,20193.12,1,Other,2,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960m,HDD,47898.72,1,Intel Core i7,2,Card rời
AMD A9-Series 9410 2.9GHz,amd radeon r7 m440,1.Hybrid,29303.4672,2,Other,0,Khác
Intel Core i7 7500U 2.7GHz,amd radeon r5 m430,HDD,42943.1472,1,Intel Core i7,2,Khác
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,Flash Storage,11135.52,1,Other,0,Card onboard
Intel Core i7 6500U 2.5GHz,nvidia geforce 920m,HDD,38378.6496,1,Intel Core i7,2,Card rời
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,33992.64,1,Intel Core i7,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,79866.72,1,Intel Core i7,1,Card onboard
Intel Celeron Dual Core N3050 1.6GHz,intel hd graphics,Flash Storage,12201.12,1,Other,0,Card onboard
Intel Core i7 6500U 2.5GHz,amd radeon r5 m330,HDD,40705.92,1,Intel Core i7,2,Khác
Intel Celeron Dual Core N3050 1.6GHz,intel hd graphics,HDD,19660.32,1,Other,2,Card onboard
Intel Core M 6Y30 0.9GHz,intel hd graphics 515,SSD,38841.12,1,Other,1,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,HDD,24455.52,1,Intel Core i3,2,Card onboard
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,HDD,15397.92,1,Other,2,Card onboard
Intel Celeron Dual Core N3050 1.6GHz,intel hd graphics,HDD,20193.12,1,Other,2,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960m,HDD,47898.72,1,Intel Core i7,2,Card rời
AMD A9-Series 9410 2.9GHz,amd radeon r7 m440,1.Hybrid,29303.4672,2,Other,0,Khác
Intel Core i7 7500U 2.7GHz,amd radeon r5 m430,HDD,42943.1472,1,Intel Core i7,2,Khác
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,Flash Storage,11135.52,1,Other,0,Card onboard
Intel Core i7 6500U 2.5GHz,nvidia geforce 920m,HDD,38378.6496,1,Intel Core i7,2,Card rời
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,33992.64,1,Intel Core i7,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,79866.72,1,Intel Core i7,1,Card onboard
Intel Celeron Dual Core N3050 1.6GHz,intel hd graphics,Flash Storage,12201.12,1,Other,0,Card onboard
Intel Core i7 6500U 2.5GHz,amd radeon r5 m330,HDD,40705.92,1,Intel Core i7,2,Khác
Intel Celeron Dual Core N3050 1.6GHz,intel hd graphics,HDD,19660.32,1,Other,2,Card onboard
Intel Core M 6Y30 0.9GHz,intel hd graphics 515,SSD,38841.12,1,Other,1,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,HDD,24455.52,1,Intel Core i3,2,Card onboard
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,HDD,15397.92,1,Other,2,Card onboard
Intel Celeron Dual Core N3050 1.6GHz,intel hd graphics,HDD,20193.12,1,Other,2,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960m,HDD,47898.72,1,Intel Core i7,2,Card rời
AMD A9-Series 9410 2.9GHz,amd radeon r7 m440,1.Hybrid,29303.4672,2,Other,0,Khác
Intel Core i7 7500U 2.7GHz,amd radeon r5 m430,HDD,42943.1472,1,Intel Core i7,2,Khác
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,Flash Storage,11135.52,1,Other,0,Card onboard
Intel Core i7 6500U 2.5GHz,nvidia geforce 920m,HDD,38378.6496,1,Intel Core i7,2,Card rời
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,33992.64,1,Intel Core i7,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,79866.72,1,Intel Core i7,1,Card onboard
Intel Celeron Dual Core N3050 1.6GHz,intel hd graphics,Flash Storage,12201.12,1,Other,0,Card onboard
Intel Core i7 6500U 2.5GHz,amd radeon r5 m330,HDD,40705.92,1,Intel Core i7,2,Khác
Intel Celeron Dual Core N3050 1.6GHz,intel hd graphics,HDD,19660.32,1,Other,2,Card onboard
